City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
73,Lavrentiya,RU,65.5833,-171.0,28.35,74,7,7.87,clear sky
74,Jamestown,US,42.097,-79.2353,65.34,72,1,6.91,clear sky
75,Chokurdakh,RU,70.6333,147.9167,13.3,97,54,4.25,broken clouds
76,Kinlochleven,GB,56.7115,-4.9661,47.75,95,44,3.44,scattered clouds
77,Seddon,AU,-37.8068,144.8916,67.08,76,75,8.05,broken clouds
78,Albany,US,42.6001,-73.9662,67.82,80,45,5.12,scattered clouds
79,Adre,TD,13.4667,22.2,78.96,34,71,5.57,broken clouds
80,Rio Cuarto,AR,-33.1307,-64.3499,56.97,35,0,11.5,clear sky
81,Chaah,MY,2.249,103.048,73.81,91,100,2.24,overcast clouds
82,Yokadouma,CM,3.5167,15.05,68.14,99,74,0.6,broken clouds
83,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.03,87,13,9.66,few clouds
84,Qaanaaq,GL,77.484,-69.3632,29.77,93,100,15.73,light snow
85,Oyek,RU,52.5861,104.4556,35.98,97,100,8.03,light rain
86,Ribeira Grande,PT,38.5167,-28.7,72.01,89,41,11.32,scattered clouds
87,Viedma,AR,-40.8135,-62.9967,46.44,70,98,24.54,overcast clouds
88,Egvekinot,RU,66.3167,-179.1667,16.0,91,33,2.71,scattered clouds
89,Gazanjyk,TM,39.2446,55.5154,55.58,26,0,14.41,clear sky
90,Kulhudhuffushi,MV,6.6221,73.07,82.58,77,100,15.57,overcast clouds
91,Berlevag,NO,70.8578,29.0864,49.8,86,92,25.05,overcast clouds
92,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,100,90,3.44,overcast clouds
93,Atar,MR,20.5169,-13.0499,91.92,17,71,1.52,broken clouds
94,Khash,IR,28.2211,61.2158,66.54,28,88,8.68,overcast clouds
95,Iqaluit,CA,63.7506,-68.5145,31.73,93,20,0.0,few clouds
96,Longyearbyen,SJ,78.2186,15.6401,37.24,87,75,0.0,light rain
97,Mitu,CO,1.1983,-70.1733,78.6,76,94,2.39,moderate rain
98,Leningradskiy,RU,69.3833,178.4167,18.37,72,15,11.18,few clouds
99,Yumen,CN,40.2833,97.2,41.83,63,96,13.65,overcast clouds
100,Januaria,BR,-15.4833,-44.3667,85.93,30,0,3.27,clear sky
101,Kerchevskiy,RU,59.946,56.2884,30.13,93,10,4.45,clear sky
102,Zola Predosa,IT,44.4897,11.2183,64.35,91,0,1.14,clear sky
103,Hermanus,ZA,-34.4187,19.2345,51.91,65,79,3.31,broken clouds
104,Pevek,RU,69.7008,170.3133,24.76,77,22,21.68,few clouds
105,Mahdasht,IR,35.7299,50.8111,68.22,76,0,11.5,clear sky
106,Martapura,ID,-3.4167,114.85,73.49,100,20,1.14,few clouds
107,Kieta,PG,-6.2167,155.6333,83.88,70,100,3.85,overcast clouds
108,Mar Del Plata,AR,-38.0023,-57.5575,55.13,59,90,7.0,light rain
109,Basco,PH,20.4487,121.9702,83.57,68,60,18.97,broken clouds
110,Dali,CN,25.7,100.1833,58.5,93,4,3.83,clear sky
111,Laguna,US,38.421,-121.4238,95.4,19,1,1.01,clear sky
112,Yellowknife,CA,62.456,-114.3525,47.41,94,90,13.8,light rain
113,Sitka,US,57.0531,-135.33,48.09,66,75,13.8,light rain
114,Gigmoto,PH,13.7796,124.39,80.91,84,94,4.81,light rain
115,Huarmey,PE,-10.0681,-78.1522,64.26,81,19,6.44,few clouds
116,Velingara,SN,13.15,-14.1167,79.68,77,72,2.24,broken clouds
117,Bluff,NZ,-46.6,168.3333,53.8,79,98,6.8,overcast clouds
118,Avarua,CK,-21.2078,-159.775,75.25,88,75,4.61,light rain
119,Atambua,ID,-9.1061,124.8925,78.4,67,39,3.04,scattered clouds
120,Vieste,IT,41.8825,16.175,69.58,70,88,8.72,overcast clouds
121,Kapaa,US,22.0752,-159.319,84.18,70,90,3.0,light rain
122,Staryy Nadym,RU,65.6118,72.6842,30.74,81,100,13.38,overcast clouds
123,Muyezerskiy,RU,63.9333,31.65,40.41,97,77,5.28,broken clouds
124,Salalah,OM,17.0151,54.0924,80.69,89,75,9.22,broken clouds
125,Miri,MY,4.4148,114.0089,75.34,94,40,6.91,moderate rain
126,Dikson,RU,73.5069,80.5464,33.21,97,100,8.57,overcast clouds
127,Castro,BR,-24.7911,-50.0119,61.07,99,100,4.59,overcast clouds
128,Hami,CN,42.8,93.45,49.89,32,100,10.92,overcast clouds
129,Ambon,ID,-3.6954,128.1814,82.54,94,40,6.91,scattered clouds
130,Veliki Trnovac,RS,42.4767,21.7405,50.65,56,0,1.88,clear sky
131,Ponta Do Sol,PT,32.6667,-17.1,73.71,80,5,3.76,clear sky
132,Novobirilyussy,RU,56.9514,90.6661,35.31,97,100,10.58,overcast clouds
133,Bethel,US,41.3712,-73.414,68.65,80,1,3.44,clear sky
134,Vikhorevka,RU,56.1201,101.1636,33.39,90,100,1.9,overcast clouds
135,Cherepovets,RU,59.1333,37.9,42.91,87,99,3.38,overcast clouds
136,Stromness,GB,58.965,-3.296,52.05,91,100,18.99,light rain
137,Arraial Do Cabo,BR,-22.9661,-42.0278,72.41,89,99,8.19,overcast clouds
138,Pochutla,MX,15.7432,-96.4661,85.05,77,70,5.37,broken clouds
139,Wanning,CN,18.8003,110.3967,77.68,83,25,2.82,scattered clouds
140,Bengkulu,ID,-3.8004,102.2655,73.74,89,60,4.29,broken clouds
141,Luangwa,ZM,-15.6167,30.4167,77.97,37,22,2.53,few clouds
142,Itarema,BR,-2.9248,-39.9167,78.82,81,8,16.15,clear sky
143,Vallenar,CL,-28.5708,-70.7581,67.37,37,34,3.87,scattered clouds
144,Palu,ID,-0.8917,119.8707,77.41,91,100,2.55,moderate rain
145,Hilo,US,19.7297,-155.09,83.93,73,75,10.36,broken clouds
146,Vila Velha,BR,-20.3297,-40.2925,78.75,78,40,13.8,scattered clouds
147,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,24.16,scattered clouds
148,Lakes Entrance,AU,-37.8811,147.981,65.16,78,42,5.93,scattered clouds
149,Bayanday,RU,53.0661,105.5139,32.85,99,100,2.95,overcast clouds
150,Kaeo,NZ,-35.1,173.7833,67.32,72,100,11.25,overcast clouds
151,Georgetown,MY,5.4112,100.3354,80.53,90,20,0.0,few clouds
152,Urucara,BR,-2.5364,-57.76,75.45,94,85,2.21,overcast clouds
153,Aklavik,CA,68.2191,-135.0107,36.43,93,75,6.91,broken clouds
154,Tura,IN,25.5198,90.2201,72.75,97,94,3.74,overcast clouds
155,Sandovo,RU,58.4602,36.4128,39.24,94,90,4.38,overcast clouds
156,Tasiilaq,GL,65.6145,-37.6368,37.56,61,1,4.88,clear sky
157,Novyy Urengoy,RU,66.0833,76.6333,29.19,84,98,13.44,overcast clouds
158,Haines Junction,CA,60.7522,-137.5108,48.15,40,100,3.44,overcast clouds
159,Tupik,RU,54.4253,119.9327,30.07,69,7,1.7,clear sky
160,Mogadishu,SO,2.0371,45.3438,77.67,85,88,15.03,overcast clouds
161,Xinzhou,CN,38.4092,112.7333,63.03,95,100,1.32,overcast clouds
162,Pringsewu,ID,-5.3582,104.9744,72.63,96,31,2.84,scattered clouds
163,San Juan,AR,-31.5375,-68.5364,62.73,17,10,23.33,clear sky
164,Wanaka,NZ,-44.7,169.15,52.36,67,100,1.88,overcast clouds
165,Kaitangata,NZ,-46.2817,169.8464,49.62,83,100,4.85,overcast clouds
166,Clyde River,CA,70.4692,-68.5914,37.2,87,100,5.48,overcast clouds
167,Praya,CV,14.9215,-23.5087,79.34,78,20,9.22,few clouds
168,Vakhrushevo,RU,55.2317,61.7173,32.38,86,0,8.95,clear sky
169,Faanui,PF,-16.4833,-151.75,79.5,69,7,13.89,clear sky
170,Nome,US,64.5011,-165.4064,37.17,55,20,16.11,few clouds
171,Griffith,US,41.5284,-87.4237,72.99,94,90,5.75,heavy intensity rain
172,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,14.16,broken clouds
173,Malakal,SS,9.5334,31.6605,69.75,95,72,4.16,broken clouds
174,Sarishabari,BD,24.7333,89.8333,80.83,82,95,6.71,overcast clouds
175,Harrisonville,US,38.6533,-94.3488,71.78,85,90,0.0,overcast clouds
176,Sarangani,PH,5.4033,125.4636,82.63,76,99,7.29,overcast clouds
177,Taltal,CL,-25.4,-70.4833,59.88,74,23,7.16,few clouds
178,Torbay,CA,47.6666,-52.7314,56.26,87,40,8.05,scattered clouds
179,Listvyagi,RU,53.6772,86.951,30.9,92,100,9.86,overcast clouds
180,Constitucion,CL,-35.3333,-72.4167,52.97,57,0,16.11,clear sky
181,Tombouctou,ML,20.0,-3.0,91.33,11,95,9.89,overcast clouds
182,Port Lincoln,AU,-34.7333,135.8667,56.03,80,97,27.2,overcast clouds
183,Mumford,GH,5.2618,-0.759,77.25,89,88,9.66,light rain
184,Esperance,AU,-33.8667,121.9,51.64,71,62,25.64,broken clouds
185,Wilmington,US,34.2257,-77.9447,74.91,65,1,4.61,clear sky
186,Lebu,CL,-37.6167,-73.65,49.03,66,6,17.29,clear sky
187,Pestravka,RU,52.405,49.9583,51.06,67,100,3.38,overcast clouds
188,Saint-Georges,GD,12.0564,-61.7485,83.88,79,40,17.27,haze
189,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,12.66,clear sky
190,Mildura,AU,-34.2,142.15,61.07,82,75,10.36,broken clouds
191,Kruisfontein,ZA,-34.0033,24.7314,48.88,70,75,15.21,light rain
192,Korla,CN,41.7597,86.1469,49.26,48,100,13.76,overcast clouds
193,Igarka,RU,67.4667,86.5833,24.64,95,99,7.65,overcast clouds
194,Porteirinha,BR,-15.7433,-43.0283,85.05,26,68,4.05,broken clouds
195,Mahebourg,MU,-20.4081,57.7,71.26,73,68,13.18,broken clouds
196,Hualmay,PE,-11.0964,-77.6139,63.25,83,42,8.77,scattered clouds
197,Tripoli,LY,32.8752,13.1875,74.88,67,2,8.7,clear sky
198,Carutapera,BR,-1.195,-46.02,79.03,77,21,8.3,few clouds
199,Port-Cartier,CA,50.0334,-66.8654,45.75,89,100,3.33,overcast clouds
200,San Ramon,US,37.7799,-121.978,95.29,20,1,1.01,clear sky
201,Afsin,TR,38.2477,36.914,57.92,64,17,0.96,few clouds
202,Suntar,RU,62.1444,117.6319,27.19,71,75,0.65,broken clouds
203,Kuito,AO,-12.3833,16.9333,65.12,63,34,7.99,scattered clouds
204,Madawaska,US,47.3561,-68.3288,51.85,82,90,1.14,overcast clouds
205,Artyom,AZ,40.4723,50.333,60.94,46,98,8.77,overcast clouds
206,Flinders,AU,-34.5833,150.8552,67.8,67,1,5.01,clear sky
207,Lai,TD,9.3952,16.2989,75.76,75,93,4.47,overcast clouds
208,Rosetta,EG,31.4044,30.4164,75.02,65,100,14.58,overcast clouds
209,Najran,SA,17.4924,44.1277,77.32,23,100,5.5,overcast clouds
210,Lumeje,AO,-11.55,20.7833,67.64,74,97,2.53,overcast clouds
211,Progreso,MX,21.2833,-89.6667,85.1,75,88,14.5,overcast clouds
212,Tiksi,RU,71.6872,128.8694,24.91,89,64,14.9,broken clouds
213,Birjand,IR,32.8663,59.2211,54.07,24,0,6.91,clear sky
214,Kediri,ID,-7.8167,112.0167,75.45,79,79,11.03,broken clouds
215,Nikolskoye,RU,59.7035,30.7861,45.81,94,76,5.03,broken clouds
216,New Norfolk,AU,-42.7826,147.0587,56.75,73,99,4.0,moderate rain
217,Gazalkent,UZ,41.5581,69.7708,41.36,47,0,5.41,clear sky
218,Ugra,RU,54.7777,34.3267,37.53,88,20,3.87,few clouds
219,Lucapa,AO,-8.4192,20.7447,67.01,91,87,1.9,overcast clouds
220,La Ronge,CA,55.1001,-105.2842,59.25,47,90,4.61,overcast clouds
221,Zabol,AF,32.25,67.25,60.19,27,0,9.51,clear sky
222,Cherskiy,RU,68.75,161.3,27.66,97,100,8.88,light snow
223,Provideniya,RU,64.3833,-173.3,29.12,63,2,1.92,clear sky
224,Avera,US,33.194,-82.5271,80.11,51,96,0.72,overcast clouds
225,Marsala,IT,37.7966,12.4352,73.0,100,40,8.05,scattered clouds
226,Krasnyy Profintern,RU,57.7446,40.435,44.62,77,100,2.04,overcast clouds
227,Fortuna,US,40.5982,-124.1573,87.48,76,1,5.99,clear sky
228,Carnarvon,AU,-24.8667,113.6333,59.07,94,40,5.75,scattered clouds
229,Prince Rupert,CA,54.3161,-130.3201,50.09,81,90,13.8,light rain
230,Road Town,VG,18.4167,-64.6167,84.24,74,40,8.05,scattered clouds
231,Dwarka,IN,22.2394,68.9678,81.01,83,96,5.08,overcast clouds
232,Ballina,AU,-28.8667,153.5667,75.38,46,31,10.63,scattered clouds
233,Kimbe,PG,-5.5502,150.1429,86.54,56,97,1.25,overcast clouds
234,Namibe,AO,-15.1961,12.1522,59.79,86,3,6.06,clear sky
235,Nihommatsu,JP,37.5833,140.4333,66.31,83,22,1.97,few clouds
236,Bouake,CI,7.6895,-5.0218,73.51,100,40,4.61,thunderstorm
237,Sola,VU,-13.8833,167.55,79.79,75,100,16.93,overcast clouds
238,Buala,SB,-8.145,159.5921,83.05,75,81,2.73,light rain
239,Lagoa,PT,39.05,-27.9833,70.43,89,98,14.85,overcast clouds
240,Beloha,MG,-25.1667,45.05,70.16,72,3,3.09,clear sky
241,Ixtapa,MX,20.7,-105.2,85.23,74,40,6.91,scattered clouds
242,Puerto Ayacucho,VE,5.6639,-67.6236,79.48,80,95,5.53,overcast clouds
243,Tottori,JP,35.5,134.2333,68.07,77,20,9.22,few clouds
244,East London,ZA,-33.0153,27.9116,54.61,57,37,20.31,scattered clouds
245,Barentu,ER,15.1139,37.5928,77.29,55,84,4.61,broken clouds
246,Jibuti,DJ,11.5,42.5,83.62,52,22,6.53,few clouds
247,Jiuquan,CN,39.7432,98.5174,42.57,51,92,7.76,overcast clouds
248,Rzhev,RU,56.2624,34.3282,37.69,93,28,5.21,scattered clouds
249,Hamilton,US,39.1834,-84.5333,76.05,81,20,0.0,haze
250,Caraquet,CA,47.7941,-64.9386,52.38,93,98,4.72,overcast clouds
251,Gloucester,GB,51.8657,-2.2431,53.65,90,100,13.0,overcast clouds
252,Mamallapuram,IN,12.6264,80.1722,80.65,82,95,8.25,moderate rain
253,San Quintin,MX,30.4833,-115.95,79.0,42,80,6.64,broken clouds
254,Raglan,NZ,-37.8,174.8833,63.07,63,100,4.74,overcast clouds
255,Kemijarvi,FI,66.7131,27.4306,41.13,97,93,7.09,overcast clouds
256,Bahia De Caraquez,EC,-0.6,-80.4167,73.58,82,92,12.88,overcast clouds
257,Tuktoyaktuk,CA,69.4541,-133.0374,37.89,86,100,16.37,overcast clouds
258,Iranshahr,IR,27.2025,60.6848,82.2,31,83,9.91,broken clouds
259,Marulanda,CO,5.2839,-75.2602,51.84,99,96,0.89,overcast clouds
260,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,43,20,3.44,few clouds
261,Nantucket,US,41.2835,-70.0995,66.31,80,1,17.27,clear sky
262,General Roca,AR,-39.0333,-67.5833,57.6,19,72,14.07,broken clouds
263,Endwell,US,42.1129,-76.021,64.85,76,1,1.01,clear sky
264,Am Timan,TD,11.0297,20.2827,75.79,78,84,4.18,broken clouds
265,Balkanabat,TM,39.5108,54.3671,61.56,25,0,9.53,clear sky
266,Vao,NC,-22.6667,167.4833,72.1,92,20,16.58,few clouds
267,Gimbi,ET,9.1667,35.8333,55.13,97,98,2.3,light rain
268,Vredendal,ZA,-31.6683,18.5012,48.15,62,0,8.16,clear sky
269,Hokitika,NZ,-42.7167,170.9667,54.73,60,100,4.12,overcast clouds
270,Paamiut,GL,61.994,-49.6678,40.35,69,24,10.87,few clouds
271,Evensk,RU,61.95,159.2333,36.43,91,33,8.5,scattered clouds
272,Teya,RU,60.3778,92.6267,33.96,96,100,2.08,overcast clouds
273,Mana,GF,5.6592,-53.7767,79.54,84,99,10.63,overcast clouds
274,Sorland,NO,67.667,12.6934,52.39,88,100,11.36,light rain
275,Krasnyy Yar,RU,46.5331,48.3456,40.96,56,0,7.72,clear sky
276,San Felipe,VE,10.3399,-68.7425,74.3,95,98,3.91,overcast clouds
277,Saint-Philippe,RE,-21.3585,55.7679,71.15,74,42,11.68,scattered clouds
278,Hasaki,JP,35.7333,140.8333,72.28,73,12,14.2,few clouds
279,Abu Samrah,SY,35.3029,37.1841,70.09,68,0,9.53,clear sky
280,Beinamar,TD,8.6698,15.3813,74.64,84,100,4.38,overcast clouds
281,Whyalla,AU,-33.0333,137.5833,58.89,82,90,12.66,overcast clouds
282,Kahului,US,20.8947,-156.47,87.06,71,40,27.63,scattered clouds
283,Cutlerville,US,42.8409,-85.6636,72.18,88,90,8.05,overcast clouds
284,Baisha,CN,26.5222,110.9311,76.28,83,0,4.32,clear sky
285,Carahue,CL,-38.7,-73.1667,48.4,76,54,5.37,broken clouds
286,Zaltan,LY,32.947,11.8665,74.66,69,2,9.42,clear sky
287,Anloga,GH,5.7947,0.8973,79.29,85,64,10.38,light rain
288,Merauke,ID,-8.4667,140.3333,81.05,74,97,7.58,overcast clouds
289,Chabahar,IR,25.2919,60.643,81.66,80,100,28.66,overcast clouds
290,Meulaboh,ID,4.1363,96.1285,75.15,90,100,4.21,overcast clouds
291,Havoysund,NO,70.9963,24.6622,52.68,87,76,9.71,broken clouds
292,Inyonga,TZ,-6.7167,32.0667,76.23,34,69,2.39,broken clouds
293,San Pedro,PH,14.35,121.0167,83.1,81,20,1.14,few clouds
294,Phangnga,TH,8.4509,98.5298,84.9,92,95,0.87,overcast clouds
295,Bekhtery,UA,46.251,32.2927,54.0,54,93,11.43,overcast clouds
296,North Platte,US,41.1239,-100.7654,73.99,37,40,3.0,scattered clouds
297,Chapleau,CA,47.8405,-83.4034,57.29,100,90,5.75,overcast clouds
298,Karratha,AU,-20.7377,116.8463,69.67,31,5,9.95,clear sky
299,Jiaonan,CN,35.8786,119.9753,75.22,89,99,12.57,overcast clouds
300,Zapolyarnyy,RU,69.4154,30.8136,49.28,86,99,22.1,overcast clouds
301,Lompoc,US,34.6391,-120.4579,91.54,58,1,10.36,clear sky
302,Ushtobe,KZ,45.2514,77.9838,40.26,61,5,5.68,clear sky
303,Las Palmas,ES,28.4204,-14.0131,68.79,94,0,10.36,clear sky
304,Severo-Kurilsk,RU,50.6789,156.125,47.5,96,100,31.85,heavy intensity rain
305,Keflavik,IS,64.0049,-22.5624,41.43,81,0,27.63,clear sky
306,Siocon,PH,7.7061,122.1353,80.33,86,92,3.62,overcast clouds
307,Jalu,LY,29.0331,21.5482,71.22,46,0,8.41,clear sky
308,Nizwa,OM,22.9333,57.5333,80.62,59,99,0.49,overcast clouds
309,Solwezi,ZM,-12.1688,26.3894,66.4,79,95,7.58,overcast clouds
310,Homer,US,59.6425,-151.5483,43.09,66,90,4.61,overcast clouds
311,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.16,92,96,2.53,overcast clouds
312,Nurota,UZ,40.5614,65.6886,39.29,39,0,8.01,clear sky
313,Diffa,NE,13.3154,12.6113,86.41,18,32,5.66,scattered clouds
314,Aranos,NA,-24.1333,19.1167,52.27,26,0,10.54,clear sky
315,Tornio,FI,65.8481,24.1466,44.62,92,64,14.99,broken clouds
316,Samarai,PG,-10.6167,150.6667,81.63,78,59,6.08,broken clouds
317,Adrar,MR,20.5022,-10.0711,89.92,11,8,6.62,clear sky
318,Ulma,DE,48.3984,9.9916,59.56,89,86,3.18,overcast clouds
319,Tual,ID,-5.6667,132.75,80.64,72,55,5.88,broken clouds
320,Debre Tabor,ET,11.85,38.0167,51.67,77,100,2.48,overcast clouds
321,Lusambo,CD,-4.9667,23.45,68.14,95,94,1.43,light rain
322,Luderitz,NA,-26.6481,15.1594,57.09,73,0,24.29,clear sky
323,Alto Araguaia,BR,-17.3147,-53.2153,84.34,38,71,6.69,broken clouds
324,Hay River,CA,60.8156,-115.7999,51.78,71,75,10.36,light rain
325,La Palma,US,33.8464,-118.0467,100.67,28,1,5.99,clear sky
326,Nsanje,MW,-16.92,35.262,79.43,55,15,3.2,few clouds
327,Vilyuysk,RU,63.7553,121.6247,26.46,80,20,2.84,few clouds
328,Chicama,PE,-7.8447,-79.1469,59.54,76,11,7.99,few clouds
329,Port Hardy,CA,50.6996,-127.4199,50.25,96,100,10.22,light rain
330,Lavara,GR,41.2667,26.3833,55.2,79,0,7.09,clear sky
331,Paracatu,BR,-17.2222,-46.8747,81.99,40,49,3.13,scattered clouds
332,Meadow Lake,US,34.8014,-106.5436,73.47,45,8,6.24,clear sky
333,Waipawa,NZ,-41.4122,175.5153,56.03,58,100,2.37,overcast clouds
334,Forestville,US,38.8451,-76.875,74.05,79,1,4.61,clear sky
335,Dano,BF,11.15,-3.0667,77.32,80,49,5.73,light rain
336,Cayenne,GF,4.9333,-52.3333,83.08,77,20,7.0,few clouds
337,Saint Anthony,US,45.0205,-93.218,69.26,94,75,4.61,light intensity drizzle
338,Deputatskiy,RU,69.3,139.9,14.18,90,58,4.85,broken clouds
339,Zhaotong,CN,27.3167,103.7167,57.36,96,3,5.75,clear sky
340,Talaya,RU,61.3833,152.75,27.54,86,12,2.06,few clouds
341,Fairbanks,US,64.8378,-147.7164,35.6,95,90,1.01,light snow
342,Mangaratiba,BR,-22.9597,-44.0406,74.53,90,100,1.83,overcast clouds
343,Ayagoz,KZ,47.9714,80.4392,35.17,65,100,6.44,overcast clouds
344,Shetpe,KZ,44.1667,52.1167,48.78,43,27,8.39,scattered clouds
345,Srednekolymsk,RU,67.45,153.6833,23.4,84,71,13.22,broken clouds
346,Alofi,NU,-19.0595,-169.9187,78.69,78,88,17.27,overcast clouds
347,Dingle,PH,10.9995,122.6711,78.8,87,100,1.61,overcast clouds
348,Caxias,PT,38.7031,-9.2767,69.48,83,75,3.0,broken clouds
349,Nieuw Amsterdam,SR,5.8833,-55.0833,80.62,91,20,2.3,few clouds
